Target,Target (Unofficial English translation generated by Artificial Intelligence),Country,Country ISO3,Provenance,Reference year,Expected year of achievement,Location,Location (Unofficial English translation generated by Artificial Intelligence),Total Target Area (km²),Type of LDN intervention,Restore/improve tree covered areas,Increase tree covered areas extent,Restore/improve croplands,Restore/improve grasslands,Restore/improve wetlands,Increase soil fertility and carbon stock,Manage artificial surfaces,Restore/improve protected areas,Increase protected areas,Improve coastal management,General instrument (e.g. policies/economic incentives),Restore/improve multiple land uses,Reduce/halt conversion of multiple land uses,Restore/improve multiple functions,Restore productivity and soc in croplands and grasslands,Other/general/unspecified,Level of achievement,Other important goals addressed by this target,Validation level,Geometry UID,Geometry type
Restaurar superficies de tierras para mantener sus servicios ecosistémicos en 03 paisajes degradados en el Ecuador,Restore land surfaces to maintain their ecosystem services in 03 degraded landscapes in Ecuador,Ecuador,ECU,2022 reporting,NA,2026,"03 paisajes degradados ubicados en la sierra norte, sierra centro y costa del Ecuador","03 degraded landscapes located in the northern sierra, central sierra, and coast of Ecuador.",200.00,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16 Other/general/unspecified
16.1 Other/general/unspecified
",ongoing,"United Nations Framework Convention
",active,NA,NA
Restaurar áreas de páramos y ecosistemas arbustivos para mantener sus servicios ecosistémicos en 03 paisajes degradados en el Ecuador,Restore páramo and shrubland areas to maintain their ecosystem services in 03 degraded landscapes in Ecuador.,Ecuador,ECU,2022 reporting,NA,2026,"03 paisajes degradados ubicados en la sierra norte, sierra centro y costa del Ecuador","03 degraded landscapes located in the northern highlands, central highlands, and coast of Ecuador",200.00,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16 Other/general/unspecified
16.1 Other/general/unspecified
",ongoing,"United Nations Framework Convention
",active,NA,NA
Implementar practicas de manejo sostenible de la tierra en sistemas productivos en 03 paisajes degradados en el Ecuador,Implement sustainable land management practices in productive systems in 03 degraded landscapes in Ecuador.,Ecuador,ECU,2022 reporting,NA,2026,"03 paisajes degradados ubicados en la sierra norte, sierra centro y costa del Ecuador","03 degraded landscapes located in the northern sierra, central sierra, and coast of Ecuador",47.50,"Avoid
Reduce
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16 Other/general/unspecified
16.1 Other/general/unspecified
",ongoing,"United Nations Framework Convention
",active,NA,NA
Conservar superficies de bosques de alto valor en 03 paisajes degradados en el Ecuador,Conserving high-value forest areas in 03 degraded landscapes in Ecuador,Ecuador,ECU,2022 reporting,NA,2026,"03 paisajes degradados ubicados en la sierra norte, sierra centro y costa del Ecuador","03 degraded landscapes located in the northern sierra, central sierra, and coast of Ecuador",200.00,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16 Other/general/unspecified
16.1 Other/general/unspecified
",ongoing,"United Nations Framework Convention
",active,NA,NA
"25.000 hectáreas de bosque conservado; 5.000 hectáreas de tierra forestal o de páramos restauradas en el paisaje; 8.000 ha con prácticas agrícolas sostenibles, y 9.753 ha con prácticas de manejo ganadero mejorado","25,000 hectares of preserved forest; 5,000 hectares of restored forest or moorland in the landscape; 8,000 hectares with sustainable agricultural practices, and 9,753 hectares with improved livestock management practices.",Ecuador,ECU,2022 reporting,NA,2025,"Imbabura, COtopaxi, Bolívar y Pichincha","Imbabura, Cotopaxi, Bolívar, and Pichincha",477.53,"Avoid
Reduce
Reverse
","1 Restore/improve tree-covered areas
","2 Increase tree-covered area extent
","3 Restore/improve croplands
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,"United Nations Framework Convention
",active,NA,NA
"Restauración de 2.500 hectáreas de ecosistemas montañosos 
degradados;","Restoration of 2,500 hectares of degraded mountain ecosystems.",Ecuador,ECU,2022 reporting,NA,2023,"Cotopaxi, Tungurahua, Chimborazo, Bolívar, Cañar","Cotopaxi, Tungurahua, Chimborazo, Bolívar, Cañar",25.00,"Reverse
","1 Restore/improve tree-covered areas
","2 Increase tree-covered area extent
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,"United Nations Framework Convention
",active,NA,NA
Repotenciación de 4.500 hectáreas de tierras productivas a través de sistemas de riego,"Repowering of 4,500 hectares of productive land through irrigation systems",Ecuador,ECU,2022 reporting,NA,2018,"Azuay, El Oro, Loja y Pichincha","Azuay, El Oro, Loja, and Pichincha",45.00,"Reduce
Reverse
",NA,NA,"3 Restore/improve croplands
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,achieved,"United Nations Framework Convention
",active,NA,NA
"Recuperación y reforestación de 150 hectáreas de tierra con 69.850 plantas de especies forestales
nativas plantadas, ubicadas en al menos 12 fuentes de agua
de siete cantones","Recovery and reforestation of 150 hectares of land with 69,850 native forest species plants planted, located in at least 12 water sources in seven cantons.",Ecuador,ECU,2022 reporting,NA,2021,"Loja: Celica, Paltas, Olmedo, Gonzanamá y Sozoranga; Manabí: Jipijapa y Pichincha","Loja: Celica, Paltas, Olmedo, Gonzanamá, and Sozoranga; Manabí: Jipijapa and Pichincha",1.50,"Reduce
Reverse
","1 Restore/improve tree-covered areas
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,achieved,"United Nations Framework Convention
",active,NA,NA
LDN is achieved by 2030 as compared to 2015 and an additional 10% of the national territory by 2030 (net gain),NA,Egypt,EGY,Participation in the LDN Target Setting Programme,NA,2030,national territory,NA,NA,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.1 Avoid/prevent/halt degradation (of degraded lands)
16.2 Achieve LDN
",ongoing,NA,active,NA,NA
"LDN is achieved in the land degradation hotspots: Kafr El Sheikh Governorate, Demiata Gov., Rasheed area, El Minia Gov., Sohag Gov., Al Fayoum, Mersa Matrouh Gov. (Fuka – El Sallum), El Khattara area, El Tina Plain area, El Farafra oasis and North Sinai in Egypt by 2030 as compared to 2015 and an additional 10% of the degraded hotspot areas has improved (net gain).",NA,Egypt,EGY,Participation in the LDN Target Setting Programme,NA,2030,"Kafr El Sheikh Governorate, Demiata Gov., Rasheed area, El Minia Gov., Sohag Gov., Al Fayoum, Mersa Matrouh Gov. (Fuka – El Sallum), El Khattara area, El Tina Plain area, El Farafra oasis and North Sinai in Egypt",NA,NA,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,"6 Increase soil fertility and carbon stock
6.1 Rehabilitate bare land and/or restore degraded land
",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16 Other/general/unspecified
16.1 Achieve LDN
",ongoing,NA,active,NA,NA
"Improve productivity and carbon stocks of 3,342 km2 (802,080 feddan) of cultivated areas by 2030.",NA,Egypt,EGY,Participation in the LDN Target Setting Programme,NA,2030,cultivated areas,cultivated areas,3342.00,"Reverse
",NA,NA,"3.1 Increase land productivity in agricultural areas
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
"Restore and increase the productivity of 11,666 km2 (2,800,000 feddan) of cropland using modern agricultural techniques and SLM practices in the northern areas, western and eastern fringes of reclaimed lands of Nile Delta and El Tina Plain area by 2030.",NA,Egypt,EGY,Participation in the LDN Target Setting Programme,NA,2030,"northern areas, western and eastern fringes of reclaimed lands of Nile Delta and El Tina Plain area",NA,11666.00,"Reduce
Reverse
",NA,NA,"3 Restore/improve croplands
3.1 Increase land productivity in agricultural areas
3.2 Practise sustainable land management
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
"Rehabilitate and increase the productivity of 8,000 km2 (1,920,000 feddan) of rangeland and rainfed areas using SLM practices in the north coastal areas (rangelands and rain-fed farming areas) by 2030.",NA,Egypt,EGY,Participation in the LDN Target Setting Programme,NA,2030,rangelands and rain-fed farming areas in the north coastal areas,NA,8000.00,"Reduce
Reverse
",NA,NA,"3.1 Increase land productivity in agricultural areas
3.2 Practise sustainable land management
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
"Rehabilitate and increase the productivity of 7,500 km2 (1,800,000 feddan) of cropland using SLM practices in the reclaimed areas in western desert fringes of middle and upper Egypt Governorates by 2030.",NA,Egypt,EGY,Participation in the LDN Target Setting Programme,NA,2030,Reclaimed areas in western desert fringes of middle and upper Egypt Governorates,NA,7500.00,"Reduce
Reverse
",NA,NA,"3.1 Increase land productivity in agricultural areas
3.2 Practise sustainable land management
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
"Reclamation and cultivation of 6,300 km2 (1.5 million feddan) of virgin land in reclaimed desert soils at different locations in the western desert of Egypt by 2030.",NA,Egypt,EGY,Participation in the LDN Target Setting Programme,NA,2030,virgin land in reclaimed desert soils at different locations in the western desert of Egypt,NA,6300.00,"Reduce
Reverse
",NA,NA,"3.1 Rehabilitate bare or degraded land for crop production
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
"Gain in land productivity and SOC stocks in about 8,333 km2 of cropland in reclaimed desert lands at different location (cultivated areas) by 2030 as compared to 2015.",NA,Egypt,EGY,Participation in the LDN Target Setting Programme,NA,2030,reclaimed desert lands at different location (cultivated areas),NA,8333.00,"Reduce
Reverse
",NA,NA,"3.1 Increase land productivity in agricultural areas
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.1 Improve land productivity (unspecified land use)
",ongoing,NA,active,NA,NA
Halt the conversion of cropland to other land cover classes by 2030.,NA,Egypt,EGY,Participation in the LDN Target Setting Programme,NA,2030,NA,NA,NA,"Reduce
",NA,NA,"3.1 Halt/reduce conversion of cropland to other land cover types
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
Increase by 25% forest cover / tree cover through agroforestry and SLM in existing forests by 2030 as compared to 2015.,NA,Egypt,EGY,Participation in the LDN Target Setting Programme,NA,2030,existing forests,NA,NA,"Reduce
Reverse
","1 Restore/improve tree-covered areas
",NA,"3.1 Practise sustainable land management
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14 Restore/improve multiple functions,NA,NA,ongoing,NA,active,NA,NA
"Halt the occurrence of soil erosion by rain water, creating dams for water harvesting to be utilized for agricultural purposes for an area of 2,500 km2 in dry valleys of elevated areas of the inland Sinai and Eastern Desert by 2030.",NA,Egypt,EGY,Participation in the LDN Target Setting Programme,NA,2030,dry valleys of elevated areas of the inland Sinai and Eastern Desert,NA,2500.00,"Reduce
",NA,NA,"3.1 Improve water use for irrigation
",NA,NA,"6.1 Reduce soil erosion
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
"Rationalize water consumption by growing crops of low water requirements and adopting modern irrigation systems for around 1,000 km2 in some oases in the western desert of Egypt by 2030.",NA,Egypt,EGY,Participation in the LDN Target Setting Programme,NA,2030,oases in the western desert of Egypt,NA,1000.00,"Avoid
Reduce
",NA,NA,"3.1 Improve water use for irrigation
3.2 Practise sustainable land management
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
"Para el 2030, restaurar 2500 hectáreas de superficie de ecosistemas críticos","By 2030, restore 2500 hectares of critical ecosystem surface.",El Salvador,SLV,Participation in the LDN Target Setting Programme,NA,2030,NA,NA,25.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12 Restore/improve multiple land uses,NA,14 Restore/improve multiple functions,NA,NA,ongoing,NA,active,NA,NA
En el 2030 se alcanzará la NDT tomando como referencia la línea base de los años 2018-2019,"By 2030, the LDN will be achieved using the baseline of the years 2018-2019.",El Salvador,SLV,Participation in the LDN Target Setting Programme,NA,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16 Other/general/unspecified
16.1 Achieve LDN
",ongoing,NA,active,NA,NA
"Para el año 2030 se conserva, mantiene y se incrementa en un 5% la superficie de bosque a partir de datos del 2018","By the year 2030, the forest area will be conserved, maintained, and increased by 5% based on data from 2018.",El Salvador,SLV,Participation in the LDN Target Setting Programme,NA,2030,NA,NA,NA,NA,"1 Restore/improve tree-covered areas
1.1 Restore tree-covered areas
","2 Increase tree-covered area extent
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
"Para el año 2030 se han implementado sistemas agroforestales en cultivos de maíz y frijol en un 2% del área potencial (equivalente a 7,184.16 hectáreas en ocho años)","By the year 2030, agroforestry systems have been implemented in maize and bean crops in 2% of the potential area (equivalent to 7,184.16 hectares in eight years).",El Salvador,SLV,Participation in the LDN Target Setting Programme,NA,2030,NA,NA,7184.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16 Other/general/unspecified
",ongoing,NA,active,NA,NA
"Para el 2035 mejorar los porcentajes de zafra verde, a través de la adopción de cosecha mecanizada","By 2035 improve the percentages of green harvest, through the adoption of mechanized harvesting",El Salvador,SLV,Participation in the LDN Target Setting Programme,NA,2035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16 Other/general/unspecified
16.1 Other/general/unspecified
",ongoing,NA,active,NA,NA
"Al 2030 restaurar 5000 hectáreas, localizadas en sitios afectados de las áreas naturales protegidas, zonas de amortiguamiento y, otros ecosistemas claves, para rehabilitar la estructura y funcionalidad de los ecosistemas forestales intervenidos","By 2030 restore 5,000 hectares located in affected sites of protected natural areas, buffer zones, and other key ecosystems to rehabilitate the structure and functionality of intervened forest ecosystems.",El Salvador,SLV,Participation in the LDN Target Setting Programme,NA,2030,NA,NA,50.00,NA,"1 Restore/improve tree-covered areas
1.1 Restore tree-covered areas
",NA,NA,NA,NA,NA,NA,"8 Restore/improve protected areas
8.1 Restore protected areas
8.2 Improve management of protected areas
",NA,NA,NA,12 Restore/improve multiple land uses,NA,NA,NA,NA,ongoing,NA,active,NA,NA
Para el 2030 fortalecer el sistema de alerta temprana contra incendios para la prevención de incendios forestales (reducción de los incendios forestales en un 15%),"By 2030, strengthen the early warning system for wildfires for the prevention of forest fires (reduction of forest fires by 15%)",El Salvador,SLV,Participation in the LDN Target Setting Programme,NA,2030,NA,NA,NA,NA,"1 Restore/improve tree-covered areas
1.1 Improve tree cover management
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
"Meta 1: Reducir la conversión de los bosques en otros tipos de coberturas en un 40% con respecto a los niveles de 2000-2010, con la mejora de la cobertura vegetal de aquí al año 2030. ","Meta 1: Reduce forest conversion into other types of land cover by 40% compared to levels in 2000-2010, with the improvement of vegetation cover by the year 2030.",Equatorial Guinea,GNQ,Participation in the LDN Target Setting Programme,NA,2030,Nacional,"There is no direct meaning for the word ""Nacional"" in English.",NA,"Reduce
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,"United Nations Framework Convention
(Unofficial English translation generated by Artificial Intelligence: National Convention for Combating Desertification and Drought)
",active,NA,NA
"Meta 2: Mejorar la productividad y el stock de carbono de los suelos, especialmente las 
zonas de arbustos y pastizales, las zonas húmedas y áreas artificiales, de aquí al año 2030","Meta 2: Improve soil productivity and carbon stock, especially in shrub and grassland areas, wetlands, and artificial areas, by the year 2030.",Equatorial Guinea,GNQ,Participation in the LDN Target Setting Programme,NA,2030,Nacional,"There is no meaning in the text ""Nacional"" as it already means ""national"" in English.",NA,"Reduce
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_achieved,"Convention on Biological Diversity
United Nations Framework Convention
",active,NA,NA
"Meta 3: La Noción de NDT está integrada en los textos legales y reglamentarios de aquí al 
año 2025",Meta 3: The concept of LDN is integrated into legal and regulatory texts by the year 2025.,Equatorial Guinea,GNQ,Participation in the LDN Target Setting Programme,NA,2025,Nacional,"There is no meaning to the text ""Nacional"" as it is already in English.",NA,"Reduce
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,"United Nations Framework Convention
",active,NA,NA
"Meta 4: Promover la investigación y los conocimientos sobre la gestión sostenible de suelos, a través de una constante movilización de fondos de aquí al año 2030.","Meta 4: Promote research and knowledge on sustainable soil management, through constant mobilization of funds until the year 2030.",Equatorial Guinea,GNQ,Participation in the LDN Target Setting Programme,NA,2030,Nacional,National,NA,"Reduce
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_achieved,"United Nations Framework Convention
",active,NA,NA
NA,NA,Equatorial Guinea,GNQ,2022 reporting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,active,NA,NA
NA,NA,Equatorial Guinea,GNQ,2022 reporting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,active,NA,NA
NA,NA,Equatorial Guinea,GNQ,2022 reporting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,active,NA,NA
NA,NA,Equatorial Guinea,GNQ,2022 reporting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,active,NA,NA
NA,NA,Equatorial Guinea,GNQ,2022 reporting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,active,NA,NA
NA,NA,Equatorial Guinea,GNQ,2022 reporting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,active,NA,NA
NA,NA,Equatorial Guinea,GNQ,2022 reporting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,active,NA,NA
NA,NA,Equatorial Guinea,GNQ,2022 reporting,NA,NA,NA,NA,NA,"Reduce
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,active,NA,NA
NA,NA,Equatorial Guinea,GNQ,2022 reporting,NA,NA,NA,NA,NA,"Avoid
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,active,NA,NA
NA,NA,Equatorial Guinea,GNQ,2022 reporting,NA,NA,NA,NA,NA,"Reduce
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,active,NA,NA
NA,NA,Equatorial Guinea,GNQ,2022 reporting,NA,NA,NA,NA,NA,"Avoid
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,active,NA,NA
NA,NA,Equatorial Guinea,GNQ,2022 reporting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,active,NA,NA
NA,NA,Equatorial Guinea,GNQ,2022 reporting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,active,NA,NA
NA,NA,Equatorial Guinea,GNQ,2022 reporting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,active,NA,NA
LDN is achieved by 2030 as compared to 2015 and an additional 10 % of the national territory has improved (net gain),NA,Eritrea,ERI,Participation in the LDN Target Setting Programme,NA,2030,national territory,NA,NA,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.1 Achieve LDN
",ongoing,NA,active,NA,NA
Improved Adhanet stoves dissemination is achieved by 2021 as compared to 2015 as key contribution to LDN.,NA,Eritrea,ERI,Participation in the LDN Target Setting Programme,NA,2021,national territory,NA,NA,"Avoid
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.1 Other/general/unspecified
",ongoing,NA,active,NA,NA
LDN is achieved in Maekel province by 2030 as compared to 2015 (no net loss),NA,Eritrea,ERI,Participation in the LDN Target Setting Programme,NA,2030,Maekel province,Maekel province,NA,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.1 Achieve LDN
",ongoing,NA,active,NA,NA
LDN is achieved in Debub province by 2030 as compared to 2015 (no net loss) and an additional 27% of the province has improved (net gain),NA,Eritrea,ERI,Participation in the LDN Target Setting Programme,NA,2030,Debub province,Debub province.,NA,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.1 Achieve LDN
",ongoing,NA,active,NA,NA
LDN is achieved in Gash Barka province by 2030 as compared to 2015 (no net loss) and an additional 12% of the province has improved (net gain),NA,Eritrea,ERI,Participation in the LDN Target Setting Programme,NA,2030,Gash Barka province,NA,NA,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.1 Achieve LDN
",ongoing,NA,active,NA,NA
LDN is achieved in Anseba province by 2030 as compared to 2015 (no net loss),NA,Eritrea,ERI,Participation in the LDN Target Setting Programme,NA,2030,Anseba province,Anseba province.,NA,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.1 Achieve LDN
",ongoing,NA,active,NA,NA
LDN is achieved in Northern Red Sea (NRS) province by 2030 as compared to 2015 (no net loss) and an additional 10% of the province has improved (net gain),NA,Eritrea,ERI,Participation in the LDN Target Setting Programme,NA,2030,Northern Red Sea (NRS) province,NA,NA,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.1 Achieve LDN
",ongoing,NA,active,NA,NA
LDN is achieved in Southern Red Sea (SRS) province by 2030 as compared to 2015 (no net loss) and an additional 5% of the province has improved (net gain),NA,Eritrea,ERI,Participation in the LDN Target Setting Programme,NA,2030,Southern Red Sea (SRS),NA,NA,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.1 Achieve LDN
",ongoing,NA,active,NA,NA
"Improve productivity of 10,954 sq km of cropland by 2030.",NA,Eritrea,ERI,Participation in the LDN Target Setting Programme,NA,2030,cropland,NA,10954.00,"Avoid
",NA,NA,"3.1 Increase land productivity in agricultural areas
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
"Improve SOC stocks of 17,803 sq km in cropland and grasslands by 2030 as compared to 2015.",NA,Eritrea,ERI,Participation in the LDN Target Setting Programme,NA,2030,cropland and grasslands,NA,17803.00,"Avoid
Reduce
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15 Restore productivity and soil organic carbon stock in croplands and grasslands,"16.1 Improve land productivity (unspecified land use)
",ongoing,NA,active,NA,NA
"Rehabilitate 17,853 sq kms of degraded and abandoned land for crop production by 2030",NA,Eritrea,ERI,Participation in the LDN Target Setting Programme,NA,2030,NA,NA,17853.00,"Avoid
Reduce
",NA,NA,"3.1 Rehabilitate bare or degraded land for crop production
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
Halt the conversion of forests and wetlands to other land cover classes by 2025,NA,Eritrea,ERI,Participation in the LDN Target Setting Programme,NA,2025,NA,NA,NA,"Avoid
","1.1 Reduce/halt deforestation and conversion of tree cover to other land cover types
",NA,NA,NA,"5.1 Halt/reduce wetland conversion to other land uses (includes conserving wetlands)
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
Restore 79 sq km of indigenous forest land,NA,Eritrea,ERI,Participation in the LDN Target Setting Programme,NA,NA,indigenous forest land,indigenous forest land,79.00,"Reverse
","1.1 Restore tree-covered areas
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
Increase forest cover by 10% by 2030 as compared to 2015.,NA,Eritrea,ERI,Participation in the LDN Target Setting Programme,NA,2030,NA,NA,NA,"Reverse
","1 Restore/improve tree-covered areas
","2 Increase tree-covered area extent
2.1 Increase tree covered land (net gain)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
Reduce the rate of top soil loss (soil erosion) by 20% by 2030 as compared to 2015 estimate,NA,Eritrea,ERI,Participation in the LDN Target Setting Programme,NA,2030,NA,NA,NA,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,"6.1 Reduce soil erosion
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
Increase soil organic carbon by 10 t/ha in cropland achieved through SLM practices.,NA,Eritrea,ERI,Participation in the LDN Target Setting Programme,NA,NA,cropland,NA,NA,"Reduce
Reverse
",NA,NA,"3 Restore/improve croplands
3.1 Practise sustainable land management
",NA,NA,"6 Increase soil fertility and carbon stock
6.1 Increase carbon stock and reduce soil/land degradation
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
"Increase forest cover through Afforestation/Agroforestry in existing forests; areas of shrubs/grassland; wetlands; croplands by 465,290 ha",NA,Eswatini,SWZ,Participation in the LDN Target Setting Programme,NA,NA,NA,NA,4652.90,"Reduce
Reverse
",NA,"2 Increase tree-covered area extent
","3.1 Increase land productivity in agricultural areas
","4.1 Restore and improve pastures
","5.1 Restore/preserve wetlands and reduce degradation of wetlands
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.1 Restore vegetation cover (unspecified land use)
",ongoing,NA,active,NA,NA
Increase by 10% net land productivity in all land cover categories through SLM practices,NA,Eswatini,SWZ,Participation in the LDN Target Setting Programme,NA,NA,NA,NA,NA,"Reduce
Reverse
",NA,NA,"3.1 Practise sustainable land management
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.1 Improve land productivity (unspecified land use)
",ongoing,NA,active,NA,NA
Improve by 50% productivity and SOC stocks in cropland and grasslands by 2030 as compared to 2015,NA,Eswatini,SWZ,Participation in the LDN Target Setting Programme,NA,2030,NA,NA,NA,"Reduce
Reverse
",NA,NA,NA,NA,NA,"6 Increase soil fertility and carbon stock
6.1 Increase carbon stock and reduce soil/land degradation
",NA,NA,NA,NA,NA,NA,NA,NA,15 Restore productivity and soil organic carbon stock in croplands and grasslands,NA,ongoing,NA,active,NA,NA
Increase Protected Area land coverage from 70 000 ha to 113 000 ha by 2022,NA,Eswatini,SWZ,Participation in the LDN Target Setting Programme,NA,2022,NA,NA,430.00,"Avoid
",NA,NA,NA,NA,NA,NA,NA,"8 Restore/improve protected areas
",9.1 Increase protected area extent,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
